date,rnum,rank,rankInten,rankOldAndNew,movieCd,rnum,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170204,10,10,2,OLD,20163845,10,터닝메카드W: 블랙미러의 부활,2017-01-18,62431500,0.8,51114100,451.6,3095252500,8184,6609,419.6,413883,188,225
20170205,1,1,0,OLD,20151228,1,공조,2017-01-18,3407131600,45.6,-351241650,-9.3,51450493487,402889,-39667,-9,6272390,1094,5456
20170205,2,2,0,OLD,20151229,2,더 킹,2017-01-18,1305062900,17.4,-123119808,-8.6,40952612535,154446,-13880,-8.2,4991355,818,3369
20170205,3,3,0,OLD,20179281,3,컨택트,2017-02-02,946606900,12.7,-130122250,-12.1,2984127682,111552,-14818,-11.7,358342,598,2356
20170205,4,4,0,OLD,20165443,4,모아나,2017-01-12,628423400,8.4,37089800,6.3,16807429707,77871,3928,5.3,2146036,583,1248
20170205,5,5,0,OLD,20168688,5,레지던트 이블: 파멸의 날,2017-01-25,339636900,4.5,-66350442,-16.3,5969029265,38653,-7686,-16.6,708002,473,1216
20170205,6,6,0,OLD,20161872,6,너의 이름은.,2017-01-04,210425700,2.8,-24501800,-10.4,28628397656,25533,-2933,-10.3,3554657,383,737
20170205,7,7,2,OLD,20162873,7,레고 배트맨 무비,2017-02-09,110014400,1.5,8945200,8.9,243356600,13516,982,7.8,29580,267,468
20170205,8,8,0,OLD,20167324,8,라이언,2017-02-01,108780400,1.5,-13732600,-11.2,476148900,12872,-1608,-11.1,59439,197,517
20170205,9,9,-2,OLD,20167904,9,라라랜드,2016-12-07,105754800,1.4,-23661100,-18.3,26872972328,12189,-2683,-18,3210476,201,356
20170205,10,10,0,OLD,20163845,10,터닝메카드W: 블랙미러의 부활,2017-01-18,68822800,0.9,6391300,10.2,3164075300,8972,788,9.6,422855,196,237
20170206,1,1,0,OLD,20151228,1,공조,2017-01-18,934708000,45.2,-2472423600,-72.6,52385201487,124410,-278479,-69.1,6396800,1018,5048
20170206,2,2,0,OLD,20151229,2,더 킹,2017-01-18,374987900,18.1,-930075000,-71.3,41327600435,50002,-104444,-67.6,5041357,768,3223
20170206,3,3,0,OLD,20179281,3,컨택트,2017-02-02,280998200,13.6,-665608700,-70.3,3265125882,36897,-74655,-66.9,395239,546,2327
20170206,4,4,1,OLD,20168688,4,레지던트 이블: 파멸의 날,2017-01-25,123567900,6.0,-216069000,-63.6,6092597165,15899,-22754,-58.9,723901,465,1324
20170206,5,5,-1,OLD,20165443,5,모아나,2017-01-12,82232100,4.0,-546191300,-86.9,16889661807,11293,-66578,-85.5,2157329,467,969
20170206,6,6,0,OLD,20161872,6,너의 이름은.,2017-01-04,67759100,3.3,-142666600,-67.8,28696156756,8883,-16650,-65.2,3563540,378,765
20170206,7,7,1,OLD,20167324,7,라이언,2017-02-01,42555600,2.1,-66224800,-60.9,518704500,6483,-6389,-49.6,65922,172,555
20170206,8,8,1,OLD,20167904,8,라라랜드,2016-12-07,44899600,2.2,-60855200,-57.5,26917871928,5876,-6313,-51.8,3216352,201,368
20170206,9,9,0,NEW,20150964,9,조작된 도시,2017-02-09,14528000,0.7,14528000,100,66744000,1816,1816,100,8837,9,9
20170206,10,10,3,OLD,20154342,10,뚜르: 내 생애 최고의 49일,2017-02-01,9932100,0.5,-8747900,-46.8,166360400,1464,-872,-37.3,21667,197,283
20170207,1,1,0,OLD,20151228,1,공조,2017-01-18,878530200,42.3,-56177800,-6,53263731687,118066,-6344,-5.1,6514866,1022,5007
20170207,2,2,0,OLD,20151229,2,더 킹,2017-01-18,363715400,17.5,-11272500,-3,41691315835,49014,-988,-2,5090371,777,3201
20170207,3,3,0,OLD,20179281,3,컨택트,2017-02-02,258802100,12.5,-22196100,-7.9,3523927982,34217,-2680,-7.3,429456,558,2304
20170207,4,4,0,OLD,20168688,4,레지던트 이블: 파멸의 날,2017-01-25,113581700,5.5,-9986200,-8.1,6206178865,14727,-1172,-7.4,738628,462,1309
20170207,5,5,0,OLD,20165443,5,모아나,2017-01-12,93958400,4.5,11726300,14.3,16983620207,13612,2319,20.5,2170941,478,978
20170207,6,6,0,OLD,20161872,6,너의 이름은.,2017-01-04,74844800,3.6,7085700,10.5,28771001556,10175,1292,14.5,3573715,376,798
20170207,7,7,1,OLD,20167904,7,라라랜드,2016-12-07,45304900,2.2,405300,0.9,26963176828,6050,174,3,3222402,205,368
20170207,8,8,-1,OLD,20167324,8,라이언,2017-02-01,38688000,1.9,-3867600,-9.1,557392500,5879,-604,-9.3,71801,179,551
20170207,9,9,0,OLD,20150964,9,조작된 도시,2017-02-09,49941200,2.4,35413200,243.8,116685200,5457,3641,200.5,14294,34,34
20170207,10,10,0,NEW,20167644,10,발레리나,2017-02-09,31700000,1.5,31700000,100,46747500,3834,3834,100,5816,15,15
20170208,1,1,0,OLD,20151228,1,공조,2017-01-18,847015900,34.1,-31514300,-3.6,54110747587,113012,-5054,-4.3,6627878,942,4564
20170208,2,2,0,NEW,20167716,2,트리플 엑스 리턴즈,2017-02-08,536597600,21.6,536597600,100,547915600,68598,68598,100,69608,581,2943
20170208,3,3,-1,OLD,20151229,3,더 킹,2017-01-18,310697000,12.5,-53018400,-14.6,42002012835,41728,-7286,-14.9,5132099,663,2612
20170208,4,4,-1,OLD,20179281,4,컨택트,2017-02-02,216025600,8.7,-42776500,-16.5,3739953582,28406,-5811,-17,457862,483,1910
20170208,5,5,11,OLD,20178881,5,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,115078400,4.6,108874400,1754.9,121282400,15453,14553,1617,16353,166,428
20170208,6,6,-1,OLD,20165443,6,모아나,2017-01-12,80621500,3.2,-13336900,-14.2,17064241707,11805,-1807,-13.3,2182746,389,780
20170208,7,7,-3,OLD,20168688,7,레지던트 이블: 파멸의 날,2017-01-25,75332900,3.0,-38248800,-33.7,6281511765,9824,-4903,-33.3,748452,348,981
20170208,8,8,-2,OLD,20161872,8,너의 이름은.,2017-01-04,68245500,2.7,-6599300,-8.8,28839247056,9140,-1035,-10.2,3582855,327,632
20170208,9,9,-2,OLD,20167904,9,라라랜드,2016-12-07,45197700,1.8,-107200,-0.2,27008374528,6035,-15,-0.2,3228437,196,360
20170208,10,10,-2,OLD,20167324,10,라이언,2017-02-01,28069000,1.1,-10619000,-27.4,585461500,4287,-1592,-27.1,76088,150,358
20170209,1,1,10,OLD,20150964,1,조작된 도시,2017-02-09,1177376000,36.9,1145494000,3592.9,1325943200,157669,153760,3933.5,175872,771,3503
20170209,2,2,-1,OLD,20151228,2,공조,2017-01-18,681229400,21.3,-165786500,-19.6,54791976987,90606,-22406,-19.8,6718484,742,3271
20170209,3,3,-1,OLD,20167716,3,트리플 엑스 리턴즈,2017-02-08,343727300,10.8,-192870300,-35.9,891642900,43816,-24782,-36.1,113424,541,2469
20170209,4,4,-1,OLD,20151229,4,더 킹,2017-01-18,189208600,5.9,-121488400,-39.1,42191221435,25352,-16376,-39.2,5157451,466,1359
20170209,5,5,33,OLD,20161141,5,50가지 그림자: 심연,2017-02-09,192090500,6.0,190989500,17346.9,193191500,24738,24579,15458.5,24897,419,1304
20170209,6,6,-2,OLD,20179281,6,컨택트,2017-02-02,123797000,3.9,-92228600,-42.7,3863750582,16178,-12228,-43,474040,399,949
20170209,7,7,-2,OLD,20178881,7,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,62127500,1.9,-52950900,-46,183409900,8337,-7116,-46,24690,172,364
20170209,8,8,-2,OLD,20165443,8,모아나,2017-01-12,51672800,1.6,-28948700,-35.9,17115914507,7596,-4209,-35.7,2190342,281,364
20170209,9,9,0,NEW,20162873,9,레고 배트맨 무비,2017-02-09,54661700,1.7,54661700,100,298018300,7285,7285,100,36865,381,593
20170209,10,10,57,OLD,20167644,10,발레리나,2017-02-09,44750700,1.4,44675700,59567.6,91573200,6787,6777,67770,12613,317,406
20170210,1,1,0,OLD,20150964,1,조작된 도시,2017-02-09,1551046539,38.8,373670539,31.7,2876989739,186738,29069,18.4,362610,825,3784
20170210,2,2,0,OLD,20151228,2,공조,2017-01-18,880984312,22.0,199754912,29.3,55672961299,104469,13863,15.3,6822953,748,3345
20170210,3,3,0,OLD,20167716,3,트리플 엑스 리턴즈,2017-02-08,432633449,10.8,88906149,25.9,1324276349,49555,5739,13.1,162979,554,2492
20170210,4,4,0,OLD,20151229,4,더 킹,2017-01-18,223421800,5.6,34213200,18.1,42414643235,26656,1304,5.1,5184107,479,1371
20170210,5,5,0,OLD,20161141,5,50가지 그림자: 심연,2017-02-09,222566700,5.6,30476200,15.9,415758200,25446,708,2.9,50343,424,1310
20170210,6,6,0,OLD,20179281,6,컨택트,2017-02-02,168501288,4.2,44704288,36.1,4032251870,19578,3400,21,493618,416,965
20170210,7,7,0,OLD,20178881,7,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,69642400,1.7,7514900,12.1,253052300,8488,151,1.8,33178,180,377
20170210,8,8,1,OLD,20162873,8,레고 배트맨 무비,2017-02-09,68906851,1.7,14245151,26.1,366925151,8404,1119,15.4,45269,373,591
20170210,9,9,1,OLD,20167644,9,발레리나,2017-02-09,62239100,1.6,17488400,39.1,153812300,8319,1532,22.6,20932,325,430
20170210,10,10,-2,OLD,20165443,10,모아나,2017-01-12,59218700,1.5,7545900,14.6,17175133207,7735,139,1.8,2198077,285,362
20170211,1,1,0,OLD,20150964,1,조작된 도시,2017-02-09,2960746805,36.1,1409700266,90.9,5837736544,353192,166454,89.1,715802,1006,4495
20170211,2,2,0,OLD,20151228,2,공조,2017-01-18,1929374549,23.5,1048390237,119,57602335848,225583,121114,115.9,7048536,803,3552
20170211,3,3,0,OLD,20167716,3,트리플 엑스 리턴즈,2017-02-08,910730146,11.1,478096697,110.5,2235006495,104170,54615,110.2,267149,590,2420
20170211,4,4,0,OLD,20151229,4,더 킹,2017-01-18,387276800,4.7,163855000,73.3,42801920035,45802,19146,71.8,5229909,477,1211
20170211,5,5,1,OLD,20179281,5,컨택트,2017-02-02,332495751,4.1,163994463,97.3,4364747621,37935,18357,93.8,531553,422,868
20170211,6,6,3,OLD,20167644,6,발레리나,2017-02-09,267826700,3.3,205587600,330.3,421639000,34405,26086,313.6,55337,416,645
20170211,7,7,-2,OLD,20161141,7,50가지 그림자: 심연,2017-02-09,282042300,3.4,59475600,26.7,697800500,31958,6512,25.6,82301,435,1085
20170211,8,8,2,OLD,20165443,8,모아나,2017-01-12,251662500,3.1,192443800,325,17426795707,31321,23586,304.9,2229398,390,597
20170211,9,9,-1,OLD,20162873,9,레고 배트맨 무비,2017-02-09,231355354,2.8,162448503,235.8,598280505,28669,20265,241.1,73938,427,717
20170211,10,10,-3,OLD,20178881,10,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,201436600,2.5,131794200,189.2,454488900,25197,16709,196.9,58375,214,430
20170212,1,1,0,OLD,20150964,1,조작된 도시,2017-02-09,2985432400,37.3,24685595,0.8,8823168944,356648,3456,1,1072450,1019,4471
20170212,2,2,0,OLD,20151228,2,공조,2017-01-18,1817148100,22.7,-112226449,-5.8,59419483948,213339,-12244,-5.4,7261875,811,3468
20170212,3,3,0,OLD,20167716,3,트리플 엑스 리턴즈,2017-02-08,882426100,11.0,-28304046,-3.1,3117432595,101190,-2980,-2.9,368339,580,2305
20170212,4,4,0,OLD,20151229,4,더 킹,2017-01-18,350755700,4.4,-36521100,-9.4,43152675735,41732,-4070,-8.9,5271641,482,1172
20170212,5,5,1,OLD,20167644,5,발레리나,2017-02-09,309297100,3.9,41470400,15.5,730936100,39352,4947,14.4,94689,434,686
20170212,6,6,2,OLD,20165443,6,모아나,2017-01-12,283285800,3.5,31623300,12.6,17710081507,34967,3646,11.6,2264365,401,599
20170212,7,7,-2,OLD,20179281,7,컨택트,2017-02-02,282061100,3.5,-50434651,-15.2,4646808721,32438,-5497,-14.5,563991,417,829
20170212,8,8,1,OLD,20162873,8,레고 배트맨 무비,2017-02-09,260414500,3.3,29059146,12.6,858695005,32024,3355,11.7,105962,425,705
20170212,9,9,-2,OLD,20161141,9,50가지 그림자: 심연,2017-02-09,240771500,3.0,-41270800,-14.6,938572000,27065,-4893,-15.3,109366,430,1055
20170212,10,10,0,OLD,20178881,10,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,187325700,2.3,-14110900,-7,641814600,23332,-1865,-7.4,81707,215,432
20170213,1,1,0,OLD,20150964,1,조작된 도시,2017-02-09,978097300,40.8,-2007335100,-67.2,9801266244,130484,-226164,-63.4,1202934,886,4125
20170213,2,2,0,OLD,20151228,2,공조,2017-01-18,490600900,20.4,-1326547200,-73,59910084848,65398,-147941,-69.3,7327273,729,3198
20170213,3,3,0,OLD,20167716,3,트리플 엑스 리턴즈,2017-02-08,227658100,9.5,-654768000,-74.2,3345090695,29366,-71824,-71,397705,542,2227
20170213,4,4,5,OLD,20161141,4,50가지 그림자: 심연,2017-02-09,132942900,5.5,-107828600,-44.8,1071514900,16981,-10084,-37.3,126347,405,1166
20170213,5,5,-1,OLD,20151229,5,더 킹,2017-01-18,118303900,4.9,-232451800,-66.3,43270979635,15844,-25888,-62,5287485,477,1196
20170213,6,6,1,OLD,20179281,6,컨택트,2017-02-02,89915300,3.7,-192145800,-68.1,4736724021,11734,-20704,-63.8,575725,390,855
20170213,7,7,-2,OLD,20167644,7,발레리나,2017-02-09,50887900,2.1,-258409200,-83.5,781824000,7562,-31790,-80.8,102251,351,485
20170213,8,8,0,OLD,20162873,8,레고 배트맨 무비,2017-02-09,43354600,1.8,-217059900,-83.4,902049605,5822,-26202,-81.8,111784,359,560
20170213,9,9,-3,OLD,20165443,9,모아나,2017-01-12,40267200,1.7,-243018600,-85.8,17750348707,5571,-29396,-84.1,2269936,278,381
20170213,10,10,0,OLD,20178881,10,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,35937900,1.5,-151387800,-80.8,677752500,4895,-18437,-79,86602,174,350
20170214,1,1,0,OLD,20150964,1,조작된 도시,2017-02-09,1084946500,39.9,106849200,10.9,10886212744,144305,13821,10.6,1347239,900,4173
20170214,2,2,0,OLD,20151228,2,공조,2017-01-18,517482300,19.0,26881400,5.5,60427567148,69610,4212,6.4,7396883,753,3220
20170214,3,3,0,OLD,20167716,3,트리플 엑스 리턴즈,2017-02-08,237228500,8.7,9570400,4.2,3582319195,30333,967,3.3,428038,546,2200
20170214,4,4,0,OLD,20161141,4,50가지 그림자: 심연,2017-02-09,153785900,5.7,20843000,15.7,1225300800,19711,2730,16.1,146058,417,1173
20170214,5,5,0,OLD,20151229,5,더 킹,2017-01-18,125666200,4.6,7362300,6.2,43396645835,16886,1042,6.6,5304371,477,1196
20170214,6,6,0,OLD,20179281,6,컨택트,2017-02-02,99784700,3.7,9869400,11,4836508721,12914,1180,10.1,588639,395,841
20170214,7,7,0,OLD,20167644,7,발레리나,2017-02-09,66387800,2.4,15499900,30.5,848211800,9997,2435,32.2,112248,353,506
20170214,8,8,1,OLD,20165443,8,모아나,2017-01-12,47993900,1.8,7726700,19.2,17798342607,6731,1160,20.8,2276667,283,380
20170214,9,9,-1,OLD,20162873,9,레고 배트맨 무비,2017-02-09,47921000,1.8,4566400,10.5,949970605,6725,903,15.5,118509,366,552
20170214,10,10,0,OLD,20178881,10,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,37905800,1.4,1967900,5.5,715658300,5211,316,6.5,91813,175,342
20170215,1,1,13,OLD,20166421,1,재심,2017-02-15,916887400,31.1,895504400,4187.9,1014371400,121122,118113,3925.3,134255,727,3577
20170215,2,2,-1,OLD,20150964,2,조작된 도시,2017-02-09,655763900,22.3,-429182600,-39.6,11541976644,88129,-56176,-38.9,1435368,686,2878
20170215,3,3,15,OLD,20163580,3,그레이트 월,2017-02-15,377515500,12.8,352525500,1410.7,405105500,46451,44553,2347.4,48549,593,3088
20170215,4,4,-2,OLD,20151228,4,공조,2017-01-18,303371300,10.3,-214111000,-41.4,60730938448,40953,-28657,-41.2,7437836,511,1657
20170215,5,5,21,OLD,20167362,5,더 큐어,2017-02-15,202013400,6.9,197477400,4353.6,215624400,25961,25394,4478.7,27657,405,1204
20170215,6,6,1,OLD,20167644,6,발레리나,2017-02-09,54502700,1.9,-11885100,-17.9,902714500,8197,-1800,-18,120445,284,379
20170215,7,7,0,NEW,20161366,7,"그래, 가족",2017-02-15,57885300,2.0,57885300,100,79069300,8010,8010,100,10808,353,940
20170215,8,8,-5,OLD,20167716,8,트리플 엑스 리턴즈,2017-02-08,51332000,1.7,-185896500,-78.4,3633651195,6815,-23518,-77.5,434853,311,640
20170215,9,9,-5,OLD,20161141,9,50가지 그림자: 심연,2017-02-09,50420400,1.7,-103365500,-67.2,1275721200,6446,-13265,-67.3,152504,205,324
20170215,10,10,0,OLD,20178881,10,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,35637800,1.2,-2268000,-6,751296100,4994,-217,-4.2,96807,125,162
20170216,1,1,0,OLD,20166421,1,재심,2017-02-15,1005300000,32.3,88412600,9.6,2019671400,133292,12170,10,267547,789,3664
20170216,2,2,0,OLD,20150964,2,조작된 도시,2017-02-09,566544100,18.2,-89219800,-13.6,12108520744,75708,-12421,-14.1,1511076,729,2923
20170216,3,3,0,OLD,20163580,3,그레이트 월,2017-02-15,407649200,13.1,30133700,8,812754700,49801,3350,7.2,98350,598,2860
20170216,4,4,0,OLD,20151228,4,공조,2017-01-18,264392400,8.5,-38978900,-12.8,60995330848,36022,-4931,-12,7473858,557,1549
20170216,5,5,0,NEW,20161744,5,트롤,2017-02-16,194536300,6.2,194536300,100,210360300,29500,29500,100,31478,507,985
20170216,6,6,-1,OLD,20167362,6,더 큐어,2017-02-15,179395600,5.8,-22617800,-11.2,395020000,23007,-2954,-11.4,50664,408,1172
20170216,7,7,14,OLD,20167906,7,마이펫 오지,2017-02-16,114609700,3.7,108957700,1927.8,128213700,16002,15158,1796,17840,390,566
20170216,8,8,-1,OLD,20161366,8,"그래, 가족",2017-02-15,55506700,1.8,-2378600,-4.1,134576000,7301,-709,-8.9,18109,361,884
20170216,9,9,-1,OLD,20167716,9,트리플 엑스 리턴즈,2017-02-08,39208200,1.3,-12123800,-23.6,3672859395,5193,-1622,-23.8,440046,275,525
20170216,10,10,-4,OLD,20167644,10,발레리나,2017-02-09,34130400,1.1,-20372300,-37.4,936844900,5092,-3105,-37.9,125537,167,196
20170217,1,1,0,OLD,20166421,1,재심,2017-02-15,1325871259,33.9,320571259,31.9,3345542659,158861,25569,19.2,426408,831,3920
20170217,2,2,0,OLD,20150964,2,조작된 도시,2017-02-09,763363690,19.5,196819590,34.7,12871884434,91801,16093,21.3,1602877,773,3218
20170217,3,3,0,OLD,20163580,3,그레이트 월,2017-02-15,531290259,13.6,123641059,30.3,1344044959,58707,8906,17.9,157057,569,2666
20170217,4,4,0,OLD,20151228,4,공조,2017-01-18,347836051,8.9,83443651,31.6,61343166899,41352,5330,14.8,7515210,536,1606
20170217,5,5,0,OLD,20161744,5,트롤,2017-02-16,228837200,5.8,34300900,17.6,439197500,31417,1917,6.5,62895,529,1032
20170217,6,6,0,OLD,20167362,6,더 큐어,2017-02-15,194924400,5.0,15528800,8.7,589944400,22178,-829,-3.6,72842,419,1149
20170217,7,7,0,OLD,20167906,7,마이펫 오지,2017-02-16,62687400,1.6,-51922300,-45.3,190901100,8423,-7579,-47.4,26263,357,534
20170217,8,8,0,OLD,20161366,8,"그래, 가족",2017-02-15,48135000,1.2,-7371700,-13.3,182711000,6092,-1209,-16.6,24201,347,799
20170217,9,9,0,OLD,20167716,9,트리플 엑스 리턴즈,2017-02-08,51954100,1.3,12745900,32.5,3724813495,6054,861,16.6,446100,285,552
20170217,10,10,0,OLD,20167644,10,발레리나,2017-02-09,42332100,1.1,8201700,24,979177000,5647,555,10.9,131184,182,211
20170218,1,1,0,OLD,20166421,1,재심,2017-02-15,2609252599,33.9,1283381340,96.8,5954795258,309045,150184,94.5,735453,935,4454
20170218,2,2,0,OLD,20150964,2,조작된 도시,2017-02-09,1620878074,21.1,857514384,112.3,14492762508,192248,100447,109.4,1795125,829,3516
20170218,3,3,0,OLD,20163580,3,그레이트 월,2017-02-15,1035449099,13.4,504158840,94.9,2379494058,112413,53706,91.5,269470,583,2420
20170218,4,4,0,OLD,20151228,4,공조,2017-01-18,687210327,8.9,339374276,97.6,62030377226,80982,39630,95.8,7596192,539,1614
20170218,5,5,0,OLD,20161744,5,트롤,2017-02-16,597592900,7.8,368755700,161.1,1036790400,76759,45342,144.3,139654,592,1319
20170218,6,6,0,OLD,20167362,6,더 큐어,2017-02-15,269240300,3.5,74315900,38.1,859184700,30307,8129,36.7,103149,412,1005
20170218,7,7,0,OLD,20167906,7,마이펫 오지,2017-02-16,151426150,2.0,88738750,141.6,342327250,19528,11105,131.8,45791,393,693
20170218,8,8,2,OLD,20167644,8,발레리나,2017-02-09,101880700,1.3,59548600,140.7,1081057700,12964,7317,129.6,144148,235,305
20170218,9,9,0,OLD,20167716,9,트리플 엑스 리턴즈,2017-02-08,91178900,1.2,39224800,75.5,3815992395,10425,4371,72.2,456525,272,475
20170218,10,10,3,OLD,20179281,10,컨택트,2017-02-02,61034600,0.8,28751300,89.1,4977315421,6923,3241,88,605431,81,127
20170219,1,1,0,OLD,20166421,1,재심,2017-02-15,2430864550,34.2,-178388049,-6.8,8385659808,287337,-21708,-7,1022790,924,4358
20170219,2,2,0,OLD,20150964,2,조작된 도시,2017-02-09,1509223700,21.2,-111654374,-6.9,16001986208,179139,-13109,-6.8,1974264,821,3406
